id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,1200,1200,1200, 36 months,17.97,43.37,D,D1,Haz Mat S/R,10+ years,OWN,52000,Not Verified,Dec-2018,Current,n,,,vacation,Vacation,605xx,IL,25.61,0,Feb-1991,2,,,14,0,18197,48.3,24,w,1148.82,1148.82,84.94,84.94,51.18,33.76,0.0,0.0,0.0,Feb-2019,43.37,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,29964,2,3,3,4,1.0,11767,95.0,0,0,2317,60,37700,2,3,3,4,2140,7773.0,50.5,0,0,204.0,334,41,1,0,72.0,,3.0,,0,5,10,6,8,9,11,15,10,14,0.0,0,0,3,100.0,66.7,0,0,50041,29964,15700,12341,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9600,9600,9600, 36 months,12.98,323.37,B,B5,,,MORTGAGE,35704,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,401xx,KY,0.84,0,Nov-2003,0,69.0,,5,0,748,11.5,23,w,9380.46,9380.46,347.61,347.61,219.54,128.07,0.0,0.0,0.0,Feb-2019,357.99,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,748,0,0,0,0,44.0,0,,0,3,748,12,6500,0,0,1,3,150,3452.0,17.8,0,0,181.0,100,13,13,0,16.0,,3.0,,0,1,1,2,2,16,5,7,1,5,0.0,0,0,0,95.5,0.0,0,0,6500,748,4200,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4800,4800,4800, 36 months,16.91,170.92,C,C5,Server,9 years,RENT,38500,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,800xx,CO,28.55,0,Mar-1999,0,,,15,0,15743,69.0,16,w,4591.98,4591.98,335.08,335.08,208.02,127.06,0.0,0.0,0.0,Feb-2019,170.92,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,18904,0,3,0,1,15.0,3161,33.0,0,3,2290,59,22800,0,0,0,4,1260,1392.0,86.4,0,0,36.0,237,13,13,0,16.0,,,,0,6,10,6,7,3,12,13,10,15,0.0,0,0,0,100.0,100.0,0,0,32300,18904,10200,9500,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,22.35,191.86,D,D5,Director of Sales,10+ years,MORTGAGE,72000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,333xx,FL,20.12,0,Mar-2010,0,,,13,0,11720,47.1,26,f,4800.69,4800.69,374.41,374.41,199.31,175.1,0.0,0.0,0.0,Feb-2019,191.86,Mar-2019,Feb-2019,0,,1,Individual,,,,0,534,189279,0,1,0,1,18.0,22698,,0,0,4056,47,24900,1,0,1,2,14560,8163.0,55.1,0,0,105.0,90,29,8,5,40.0,,9.0,,0,6,11,6,8,4,11,17,11,13,0.0,0,0,1,100.0,50.0,0,0,218686,34418,18200,37786,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 60 months,12.98,227.43,B,B5,Printer,9 years,RENT,60000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,660xx,KS,14.9,0,May-2007,0,,112.0,7,1,10677,54.2,12,w,9760.18,9760.18,393.57,393.57,239.82,153.75,0.0,0.0,0.0,Feb-2019,227.43,Mar-2019,Feb-2019,0,,1,Individual,,,,0,469,27595,0,2,1,1,11.0,16918,103.0,0,1,4337,76,19700,5,0,7,2,3942,4278.0,67.1,0,0,139.0,74,20,11,0,20.0,,0.0,,0,3,5,3,4,6,5,6,5,7,0.0,0,0,1,100.0,33.3,1,0,36200,27595,13000,16500,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7500,7500,7500, 36 months,10.72,244.55,B,B2,Program Manager,2 years,RENT,84000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,600xx,IL,3.86,0,May-2005,1,,114.0,9,1,2200,12.6,17,w,7143.31,7143.31,482.4,482.4,356.69,125.71,0.0,0.0,0.0,Feb-2019,244.55,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,381442,1,5,2,2,3.0,18633,111.0,0,2,2123,61,17400,3,1,3,5,42382,15200.0,12.6,0,0,163.0,105,13,3,1,13.0,,3.0,,0,2,2,3,4,10,3,6,2,9,0.0,0,0,2,76.5,0.0,1,0,403892,20833,17400,16812,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000, 60 months,17.97,406.04,D,D1,Surgery scheduler,2 years,RENT,35000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,945xx,CA,23.94,0,Oct-2007,0,47.0,,6,0,2491,47.9,20,w,15664.63,15664.63,788.12,788.12,335.37,452.75,0.0,0.0,0.0,Feb-2019,406.04,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,12258,0,3,0,0,33.0,9767,37.0,1,1,2097,39,5200,0,0,0,1,2043,1509.0,62.3,0,0,118.0,134,7,7,0,7.0,59.0,,47.0,0,2,2,2,6,7,3,13,2,6,0.0,0,0,1,90.0,50.0,0,0,31871,12258,4000,26671,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7200,7200,7200, 36 months,23.4,280.22,E,E1,Mail Processing Clerk ,2 years,RENT,56000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,120xx,NY,28.01,0,Jul-2010,1,,,13,0,13626,22.2,17,w,6917.63,6917.63,504.28,504.28,282.37,221.91,0.0,0.0,0.0,Feb-2019,280.22,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,40542,3,3,3,4,2.0,26916,90.0,2,2,8699,45,61300,2,1,3,6,3119,44474.0,23.5,0,0,53.0,101,3,2,0,3.0,,2.0,,0,9,9,9,9,7,10,10,9,13,0.0,0,0,5,100.0,11.1,0,0,91139,40542,58100,29839,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,27975,27975,27975, 36 months,14.47,962.52,C,C2,Conductor ,10+ years,MORTGAGE,180000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,117xx,NY,11.47,0,Jul-1995,0,39.0,,10,0,29711,66.8,19,w,26717.09,26717.09,1891.31,1891.31,1257.91,633.4,0.0,0.0,0.0,Feb-2019,962.52,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,206072,0,1,0,1,17.0,15676,63.0,0,1,10861,65,44500,1,4,2,2,20607,7416.0,74.9,0,0,17.0,281,20,17,5,20.0,39.0,1.0,39.0,0,5,7,5,6,1,8,13,7,10,0.0,0,0,0,78.9,60.0,0,0,286525,45387,29500,25025,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000, 60 months,13.56,368.66,C,C1,LMSW,10+ years,RENT,46000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,787xx,TX,11.09,1,Oct-1997,1,11.0,,9,0,18946,32.1,21,w,15812.14,15812.14,440.98,440.98,187.86,253.12,0.0,0.0,0.0,Feb-2019,459.06,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,128218,1,2,0,0,37.0,109272,101.0,1,1,14999,36,59000,0,1,1,1,16027,38663.0,32.9,0,0,133.0,254,5,5,0,42.0,,5.0,,0,2,3,5,8,10,7,11,3,9,0.0,0,0,1,94.7,20.0,0,0,138125,128218,57600,79125,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 36 months,10.72,489.1,B,B2,Attorney,3 years,MORTGAGE,150000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,038xx,NH,17.83,1,Apr-2001,1,22.0,,15,0,13434,87.2,47,w,14286.63,14286.63,964.8,964.8,713.37,251.43,0.0,0.0,0.0,Feb-2019,489.1,Mar-2019,Feb-2019,0,35.0,1,Individual,,,,0,0,142952,0,7,0,2,20.0,129518,59.0,1,4,5152,63,15400,1,1,1,7,10211,1866.0,87.8,0,0,196.0,212,12,12,3,12.0,29.0,1.0,29.0,0,6,6,7,13,26,8,18,6,15,0.0,0,0,1,76.1,83.3,0,0,205253,142952,15300,189853,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,9000,9000,9000, 36 months,11.8,298.07,B,B4,Teacher,10+ years,MORTGAGE,85000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,983xx,WA,39.76,0,Apr-2000,2,34.0,,27,0,11733,31.5,30,w,8578.8,8578.8,587.29,587.29,421.2,166.09,0.0,0.0,0.0,Feb-2019,298.07,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,201578,3,9,3,4,1.0,124418,84.0,3,4,2125,68,37200,1,3,3,8,7753,15557.0,23.0,0,0,200.0,224,7,1,2,7.0,,1.0,,0,7,11,9,10,11,16,17,11,27,0.0,0,0,6,96.7,22.2,0,0,355633,136151,20200,157863,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,1000,1000,1000, 36 months,18.94,36.63,D,D2,Lpn,3 years,MORTGAGE,57000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,210xx,MD,15.49,0,Oct-1994,0,40.0,,6,0,3945,57.2,32,w,957.98,957.98,71.68,71.68,42.02,29.66,0.0,0.0,0.0,Feb-2019,36.63,Mar-2019,Feb-2019,0,40.0,1,Individual,,,,0,0,49242,2,3,3,4,1.0,45297,83.0,0,2,2755,80,6900,2,0,1,6,8207,1955.0,66.9,0,0,118.0,290,15,1,0,15.0,40.0,12.0,40.0,8,2,2,2,5,13,3,18,2,6,0.0,0,0,3,70.0,50.0,0,0,61666,49242,5900,54766,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,28000,28000,28000, 60 months,13.56,645.15,C,C1,Project Manager,10+ years,MORTGAGE,128500,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,760xx,TX,27.35,1,Jul-1987,0,24.0,,16,0,55206,75.0,31,w,27338.79,27338.79,1258.66,1258.66,661.21,597.45,0.0,0.0,0.0,Feb-2019,645.15,Mar-2019,Feb-2019,0,71.0,1,Individual,,,,0,0,455106,1,2,1,1,2.0,47753,79.0,0,0,17372,75,73700,0,1,1,1,30340,6875.0,98.0,0,0,126.0,373,72,2,3,72.0,65.0,3.0,24.0,0,9,11,10,10,9,11,17,11,15,,0,0,1,94.0,100.0,0,0,542027,128345,55000,60331,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,11.31,328.86,B,B3,Medical Technologist,3 years,RENT,67427,Source Verified,Dec-2018,Current,n,,,major_purchase,Major purchase,027xx,MA,0.44,0,Oct-2009,0,,,2,0,42,0.2,10,w,9456.85,9456.85,719.44,719.44,543.15,176.29,0.0,0.0,0.0,Feb-2019,328.86,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,42,0,0,0,0,51.0,0,,0,0,42,0,17100,0,0,0,0,21,17058.0,0.2,0,0,110.0,94,25,25,0,25.0,,,,0,1,1,2,3,5,2,5,1,2,0.0,0,0,0,100.0,0.0,0,0,17100,42,17100,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,25000,25000, 60 months,14.47,587.82,C,C2,teacher,10+ years,OWN,110000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,117xx,NY,26.43,1,Jan-1997,0,7.0,,23,0,39053,45.7,49,w,24423.82,24423.82,1145.49,1145.49,576.18,569.31,0.0,0.0,0.0,Feb-2019,587.82,Mar-2019,Feb-2019,0,7.0,1,Individual,,,,0,0,95648,0,3,0,0,35.0,54716,23.0,1,2,8422,39,85500,0,1,0,2,4159,34837.0,44.5,0,0,263.0,246,10,10,0,48.0,,,,0,9,13,10,14,21,19,27,13,23,0.0,0,1,1,98.0,10.0,0,0,179321,95648,62800,91424,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,23000,23000,23000, 36 months,11.31,756.38,B,B3,Sr. CAE Analyst,3 years,MORTGAGE,145000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,801xx,CO,29.62,0,Dec-2003,0,,,11,0,50720,93.2,30,w,22460.39,22460.39,741.93,741.93,539.61,202.32,0.0,0.0,0.0,Feb-2019,763.61,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,157506,1,5,2,4,6.0,106786,67.0,0,0,15961,81,54400,3,9,7,5,14319,3680.0,93.2,0,0,148.0,180,42,6,4,42.0,,8.0,,0,6,6,6,7,18,6,8,6,11,0.0,0,0,2,100.0,83.3,0,0,181788,157506,54400,127388,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,25000,25000, 60 months,12.98,568.58,B,B5,Tire builder,10+ years,MORTGAGE,85000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,356xx,AL,36.67,1,Oct-1993,1,10.0,,14,0,26630,53.3,27,w,24400.45,24400.45,1110.12,1110.12,599.55,510.57,0.0,0.0,0.0,Feb-2019,568.58,Mar-2019,Feb-2019,0,40.0,1,Joint App,140000.0,23.08,Not Verified,0,56,206980,1,7,1,3,3.0,69513,81.0,1,1,17292,68,50000,1,3,1,4,14784,18581.0,57.7,0,0,186.0,185,9,3,4,9.0,10.0,3.0,10.0,1,4,5,4,5,13,6,10,5,14,0.0,0,0,2,85.2,0.0,0,0,275691,96143,43900,99691,48711.0,Oct-1993,1.0,4.0,16.0,56.5,8.0,12.0,0.0,0.0,49.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 36 months,8.19,471.37,A,A4,IT Manager,10+ years,MORTGAGE,92584,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,331xx,FL,7.27,0,Aug-1992,0,,,5,0,14550,43.8,9,w,14259.49,14259.49,932.5,932.5,740.51,191.99,0.0,0.0,0.0,Feb-2019,471.37,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,14550,0,0,0,0,67.0,0,,0,1,7255,44,21500,0,0,0,1,2910,0.0,94.8,0,0,316.0,132,20,20,0,42.0,,20.0,,0,2,4,2,2,3,5,6,4,5,0.0,0,0,0,100.0,100.0,0,0,21500,14550,11000,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 60 months,18.94,906.77,D,D2,administrative clerk,10+ years,RENT,90000,Verified,Dec-2018,Current,n,,,other,Other,070xx,NJ,20.06,0,Sep-2005,1,,,18,0,10678,40.3,28,w,34645.65,34645.65,1035.67,1035.67,354.35,681.32,0.0,0.0,0.0,Feb-2019,1090.91,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,48134,2,0,0,0,43.0,0,,3,7,3160,40,26500,0,0,1,7,2674,7154.0,56.6,0,0,43.0,159,2,2,0,2.0,,2.0,,0,6,10,9,14,1,17,26,10,18,0.0,0,0,3,100.0,44.4,0,0,63956,48134,16500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,4975, 36 months,7.02,154.44,A,A2,E-commerce associate,4 years,RENT,26976,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,986xx,WA,9.74,0,Nov-2014,0,,,7,0,2665,9.3,8,f,4546.97,4524.24,505.96,503.43,453.03,52.93,0.0,0.0,0.0,Feb-2019,154.44,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,9130,0,1,0,0,40.0,6465,86.0,0,4,1384,25,28800,0,1,0,4,1304,21285.0,10.9,0,0,40.0,49,14,14,0,14.0,,14.0,,0,5,6,5,5,1,6,7,6,7,0.0,0,0,0,100.0,0.0,0,0,36300,9130,23900,7500,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 36 months,8.19,1099.85,A,A4,"Director, Analytics",10+ years,MORTGAGE,325000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,070xx,NJ,8.18,0,Jan-2001,0,,,21,0,97350,7.0,32,w,33272.17,33272.17,2175.81,2175.81,1727.83,447.98,0.0,0.0,0.0,Feb-2019,1099.85,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,746465,1,5,1,2,9.0,86998,66.0,2,3,17453,24,228300,2,0,1,7,37323,118861.0,3.1,0,0,153.0,215,3,3,2,3.0,,9.0,,0,4,6,10,11,11,15,19,6,21,0.0,0,0,3,100.0,0.0,0,0,923401,184348,139300,119101,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,30000,30000,30000, 36 months,16.91,1068.24,C,C5,Mechanic,10+ years,RENT,85000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,238xx,VA,22.31,0,Sep-2003,1,,,16,0,23006,84.9,25,w,28699.92,28699.92,2094.2,2094.2,1300.08,794.12,0.0,0.0,0.0,Feb-2019,1068.24,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,60134,2,4,0,0,26.0,37128,60.0,2,2,2874,75,27100,1,5,2,2,3758,2251.0,79.2,0,0,183.0,146,0,0,1,0.0,,0.0,,0,5,10,6,7,9,12,15,10,16,0.0,0,0,2,96.0,83.3,0,0,87770,60134,10800,60670,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,6600,6600,6600, 36 months,8.19,207.4,A,A4,,,MORTGAGE,95000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,970xx,OR,5.61,0,Feb-2005,0,59.0,,10,0,3546,10.9,20,w,6437.64,6437.64,205.91,205.91,162.36,43.55,0.0,0.0,0.0,Feb-2019,210.41,Mar-2019,Feb-2019,0,59.0,1,Individual,,,,0,0,370201,2,0,0,1,14.0,0,,3,5,1545,11,32500,0,1,3,7,37020,11227.0,21.5,0,0,166.0,108,6,3,2,6.0,,4.0,,1,2,3,3,5,5,9,13,3,10,0.0,0,0,4,95.0,0.0,0,0,400000,3546,14300,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20300,20300,20300, 60 months,10.33,434.62,B,B1,Service Advisor,2 years,MORTGAGE,185000,Not Verified,Dec-2018,Current,n,,,other,Other,982xx,WA,20.57,0,Jul-2002,2,,,14,0,4947,8.7,31,w,19778.02,19778.02,851.77,851.77,521.98,329.79,0.0,0.0,0.0,Feb-2019,434.62,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,692341,4,4,2,3,2.0,158854,,1,1,1855,9,56700,2,4,5,6,49453,44805.0,5.1,0,0,197.0,145,5,2,4,27.0,,2.0,,0,3,4,7,7,15,9,12,4,14,0.0,0,0,5,100.0,0.0,0,0,779468,163801,47200,190816,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4000,4000,4000, 36 months,18.94,146.51,D,D2,LEA Technician,1 year,RENT,57600,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,973xx,OR,10.17,0,Oct-2007,0,,,6,0,1130,59.5,12,w,3331.19,3331.19,786.71,786.71,668.81,117.9,0.0,0.0,0.0,Feb-2019,146.51,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,18678,1,2,1,3,7.0,17548,77.0,2,2,493,75,1900,2,1,2,5,3736,7.0,98.6,0,0,130.0,134,4,4,0,25.0,,0.0,,0,1,3,1,1,5,4,7,3,6,0.0,0,0,3,100.0,100.0,0,0,24770,18678,500,22870,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,7.56,311.34,A,A3,office work,10+ years,OWN,44000,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,736xx,OK,10.88,0,Sep-2005,1,,,4,0,371,3.6,8,w,9501.76,9501.76,616.38,616.38,498.24,118.14,0.0,0.0,0.0,Feb-2019,311.34,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,9613,0,1,1,3,11.0,9242,77.0,0,0,0,43,10400,1,0,2,3,2403,9600.0,0.0,0,0,38.0,159,40,11,0,151.0,,4.0,,0,0,1,2,2,4,3,4,1,4,0.0,0,0,1,100.0,0.0,0,0,22400,9613,9600,12000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,21000,21000,21000, 60 months,22.35,584.19,D,D5,UC Engineer,3 years,MORTGAGE,99000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,330xx,FL,31.62,0,Feb-2005,0,,,12,0,42813,72.0,19,w,20610.27,20610.27,1129.27,1129.27,389.73,739.54,0.0,0.0,0.0,Feb-2019,584.19,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,309843,0,4,1,2,7.0,67631,85.0,0,1,8865,78,59500,2,2,2,3,25820,484.0,96.7,0,0,157.0,166,17,7,2,46.0,,7.0,,0,2,5,2,2,8,7,9,5,12,0.0,0,0,1,100.0,100.0,0,0,361684,110444,14500,91000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,11.8,331.19,B,B4,Carpenter ,7 years,MORTGAGE,80000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,604xx,IL,18.04,0,Apr-2006,1,33.0,,6,0,422,4.4,10,w,9532.0,9532.0,652.55,652.55,468.0,184.55,0.0,0.0,0.0,Feb-2019,331.19,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,212395,2,2,2,2,3.0,58257,96.0,0,1,275,53,9600,1,0,8,5,35399,9178.0,4.4,0,0,152.0,35,13,2,2,13.0,,0.0,,0,2,2,2,2,4,2,2,2,6,0.0,0,0,4,90.0,0.0,0,0,235420,60105,9600,64933,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3000,3000,2975, 36 months,8.19,94.28,A,A4,Marketing director,10+ years,MORTGAGE,100000,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,922xx,CA,29.27,0,Dec-2007,1,,,14,0,8138,17.9,26,f,2851.89,2828.12,186.51,184.96,148.11,38.4,0.0,0.0,0.0,Feb-2019,94.28,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,374761,2,5,4,6,2.0,104824,91.0,0,0,5486,64,45500,5,2,5,6,26769,30519.0,17.5,0,0,98.0,132,31,2,5,31.0,,3.0,,0,4,6,6,7,11,8,10,6,14,0.0,0,0,4,100.0,0.0,0,0,438476,112962,37000,117020,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000, 36 months,12.98,269.48,B,B5,autopsy technician,3 years,MORTGAGE,52000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,342xx,FL,30.05,1,Oct-1999,0,20.0,,3,0,136577,86.4,12,w,7632.13,7632.13,530.31,530.31,367.87,162.44,0.0,0.0,0.0,Feb-2019,269.48,Mar-2019,Feb-2019,0,35.0,1,Joint App,172000.0,15.51,Not Verified,0,0,263726,0,0,0,0,88.0,0,,1,1,3455,86,154000,3,0,7,1,87909,545.0,86.4,0,0,139.0,230,8,8,2,8.0,35.0,8.0,32.0,3,1,2,1,5,4,2,6,2,3,0.0,0,0,1,63.6,100.0,0,0,342000,136577,4000,0,33536.0,Oct-2004,1.0,2.0,11.0,22.4,3.0,20.0,0.0,0.0,35.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,1000,1000,1000, 36 months,23.4,38.92,E,E1,Deputy City Clerk,4 years,RENT,35000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,605xx,IL,36.45,0,Jul-1983,1,62.0,58.0,15,1,9715,42.8,31,f,960.78,960.78,75.89,75.89,39.22,36.67,0.0,0.0,0.0,Feb-2019,38.92,Mar-2019,Feb-2019,0,62.0,1,Individual,,,,0,0,20378,3,2,1,1,7.0,10663,72.0,3,5,2212,55,22700,5,0,3,6,1359,6084.0,51.3,0,0,118.0,425,0,0,1,0.0,,1.0,,2,6,9,6,9,8,13,22,9,15,0.0,0,0,4,93.3,66.7,1,0,37425,20378,12500,14725,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5100,5100,5100, 36 months,7.02,157.52,A,A2,Administration Security,10+ years,MORTGAGE,76000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,347xx,FL,26.54,0,Aug-2005,0,,,15,0,26443,40.7,27,w,4843.88,4843.88,312.06,312.06,256.12,55.94,0.0,0.0,0.0,Feb-2019,157.52,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,63448,1,4,0,2,19.0,37005,70.0,1,3,8587,54,64900,0,3,0,5,4532,19999.0,53.7,0,0,160.0,54,6,6,3,15.0,,16.0,,0,4,8,5,5,12,11,12,8,15,0.0,0,0,1,100.0,0.0,0,0,117993,63448,43200,53093,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
